branch,param,pps,solan,max_tree,max_leaves,throughput_avg,pps_avg,latency_avg
quickscore,1,30000,1,20,8,524.1960014333333,2.6982166666666667,7130.518333333333
quickscore,1,150000,1,80,8,560.0636846166667,3.656075,5960.301541666667
quickscore,1,10000,3,80,32,3716961.4391725585,9232.987625,2085.1721916666665
randforest,1,90000,3,10,64,0.0,90646.28759166667,19283.209875
quickscore,1,80000,2,60,8,514.878301075,2.6896416666666667,7609.4979416666665
quickscore,1,120000,2,50,32,11564357.212886468,110636.10050833333,652.8542583333333
randforest,1,70000,1,10,8,0.0,75522.97645,23676.498983333335
quickscore,1,20000,3,30,8,492.75489109166665,2.447941666666667,7243.208366666667
quickscore,1,20000,1,60,32,8155241.984965967,18463.5622,1009.8324666666666
quickscore,1,90000,3,50,32,35342076.01565076,83079.776075,762.5358083333333
quickscore,1,70000,1,10,16,27760860.854264643,64617.305108333334,739.8542333333334
quickscore,1,130000,3,100,16,15041697.908873968,118397.28376666666,661.2838333333333
quickscore,1,130000,3,60,8,531.67010175,2.85645,7066.1854
base,2,60000,3,1,1,25261496.720819585,59998.19595833333,90.72876666666667
quickscore,1,10000,3,100,8,489.0887936666667,2.4068750000000003,9821.024283333334
quickscore,1,110000,3,70,8,-10385843.68693726,60911.027408333335,3053.4235166666667
svm,1,120000,2,1,1,10061028.883902209,102933.71174166667,4059.127175
quickscore,1,140000,2,50,8,16746822.400017943,121365.59079166666,644.5536333333333
quickscore,1,10000,1,90,16,3717398.7588300584,9233.3521,1587.4548416666667
quickscore,1,90000,3,80,32,35348029.96173912,83075.03745833333,813.6052916666666
randforest,1,40000,3,20,64,0.0,80709.83403333333,30742.986866666666
quickscore,1,30000,1,60,32,11541974.338567417,27694.62735,1016.5884916666666
quickscore,1,100000,1,40,8,517.7031447,2.7316333333333334,7846.3881833333335
randforest,1,10000,2,20,64,0.0,46296.74425833333,56841.18660833333
svm,1,110000,2,1,1,5632647.069797008,94213.0683,4715.084133333334
randforest,1,50000,2,10,8,0.0,55752.3488,35935.315725
randforest,1,90000,1,20,32,0.0,112554.730075,16379.176616666668
quickscore,1,10000,3,20,32,3718822.3998750835,9232.793683333333,1477.3819083333333
randforest,1,50000,2,20,64,0.0,77690.20348333333,32068.2929
quickscore,1,30000,2,20,16,11539468.556031141,27694.347191666668,845.8304083333334
randforest,1,130000,2,10,16,0.0,75981.08361666667,17623.896241666665
quickscore,1,50000,1,40,32,19862818.11553864,46155.60510833334,879.6582333333333
randforest,1,130000,2,10,32,0.0,76048.27145833333,43746274.75774167
quickscore,1,140000,3,80,8,13130950.705318885,113713.23914166667,1042.8982166666667
quickscore,1,150000,2,90,16,17757778.893789526,121328.47509166667,659.335225
quickscore,1,30000,1,60,16,11540730.546683267,27694.684433333332,960.5113833333334
quickscore,1,20000,1,30,32,8154786.251467125,18463.917925,1012.0128166666667
randforest,1,130000,3,20,16,0.0,106806.31418333334,10298494.610575
quickscore,1,20000,2,70,32,8153908.3874224415,18463.637600000002,1087.8850583333333
svm,1,50000,2,1,1,20556618.788865916,47023.118675,4758.71305
randforest,1,90000,3,10,8,0.0,72675.992925,20980.733108333334
quickscore,1,10000,1,40,32,3718137.586197683,9233.258791666667,1448.4702416666667
quickscore,1,100000,1,70,16,3956112.8981918995,92308.68039166667,707.0795583333334
quickscore,1,100000,3,90,8,532.748052425,2.8316583333333334,7550.1034666666665
quickscore,1,90000,2,70,32,35347790.28626242,83078.50531666666,799.7298083333334
randforest,1,20000,3,10,8,0.0,51496.905183333336,43000.09335
quickscore,1,70000,1,90,16,27758655.49773199,64617.370441666666,904.3595333333333
randforest,1,120000,3,10,32,0.0,74397.40865,18778.640733333334
quickscore,1,130000,3,30,16,15163586.24386031,119144.41551666666,598.89975
quickscore,1,130000,3,30,8,15165024.198437193,119531.42483333334,605.576325
quickscore,1,30000,2,50,16,11541092.934474941,27694.305916666668,889.6446916666666
quickscore,1,120000,3,60,32,11554622.764506076,110554.114525,658.2268833333334
quickscore,1,10000,2,20,8,2418565.431078975,5542.733858333333,2714.7124833333332
quickscore,1,80000,2,10,16,31301299.26079924,73847.33283333333,723.2154833333333
randforest,1,100000,1,10,8,0.0,78535.7061,18990.911675
quickscore,1,80000,3,40,16,31321538.71051331,73848.73560833333,789.367775
randforest,1,50000,3,10,32,0.0,59873.243525,38498.936383333334
quickscore,1,150000,1,20,16,14240042.97673666,113084.15765833334,604.7001833333334
quickscore,1,60000,3,60,32,23322331.236497365,55386.711125,937.5268166666667
quickscore,1,10000,3,60,32,3717518.1446723333,9232.898666666666,1845.4056416666667
quickscore,1,150000,1,60,16,17668381.065302335,121401.79179166666,621.8985083333333
quickscore,1,90000,2,80,16,35345970.85193561,83078.29591666667,777.0234583333333
quickscore,1,60000,1,40,32,23323922.133254927,55386.65015833333,857.79495
quickscore,1,110000,1,80,8,7272039.94452891,101539.51194166667,733.743075
quickscore,1,150000,3,40,16,17894376.24383705,122206.63309166666,587.1740916666666
randforest,1,10000,2,10,32,0.0,35762.26693333333,55650.823333333334
quickscore,1,10000,3,70,32,3716673.2734775417,9232.737941666666,1834.8382416666666
quickscore,1,40000,3,10,16,15736452.558393175,36925.36376666667,771.4311083333333
quickscore,1,100000,3,60,32,3975410.786567669,92309.29509166666,724.4155833333333
quickscore,1,30000,1,20,32,11544535.473884458,27694.19345,856.769425
quickscore,1,20000,3,70,32,8155626.448865908,18463.587866666665,1138.4044083333333
quickscore,1,110000,1,20,16,7154182.036354234,101539.17179166667,610.8634416666666
randforest,1,30000,1,10,64,0.0,60799.187691666666,39964.04540833333
randforest,1,140000,3,20,8,0.0,100765.05934166667,12733.868075
quickscore,1,90000,1,20,16,35346132.38065107,83077.40496666667,695.5590416666666
randforest,1,150000,3,10,32,0.0,83236.02735,17256260.06025
quickscore,1,40000,1,90,8,511.0430889,2.6317833333333334,7760.782666666667
quickscore,1,20000,3,40,8,8174659.751324375,18464.01716666667,965.4583916666667
quickscore,1,130000,1,70,16,15081942.174558809,118647.225825,639.9766666666667
quickscore,1,100000,3,60,16,3966174.482798258,92309.088575,702.9617083333334
quickscore,1,40000,3,10,32,15740016.619536916,36924.674466666664,847.427125
quickscore,1,50000,3,10,8,523.947815225,2.7316000000000003,7578.651808333333
quickscore,1,150000,3,30,8,517.4148901333333,2.7732750000000004,6936.240966666666
quickscore,1,140000,1,100,16,16572406.702288643,120296.41682500001,660.2929833333334
quickscore,1,60000,2,30,16,23321880.74210425,55386.45985,852.1803833333333
quickscore,1,10000,1,40,16,3718306.0437647332,9232.609,1306.4031
quickscore,1,120000,2,50,16,11564012.665984416,110681.07544166666,621.272775
base,2,90000,3,1,1,2506037.913453049,89992.7196,73.22848333333333
randforest,1,60000,2,20,8,0.0,69956.58751666667,27126.450691666665
quickscore,1,80000,2,80,32,31319063.8987421,73847.60970833333,836.108125
quickscore,1,120000,2,40,16,11577541.404810423,110716.27436666666,604.0212083333333
quickscore,1,30000,3,70,16,11540875.722437516,27694.596891666668,994.058725
quickscore,1,120000,2,70,8,8397282.976793692,102700.51039166667,980.1167083333333
quickscore,1,10000,1,80,8,3760382.8320109,9093.386891666667,1470.6752999999999
quickscore,1,120000,3,90,32,11495948.653030552,110109.25130833333,702.7171833333333
randforest,1,30000,2,20,16,0.0,63341.64835,39954.23585833333
quickscore,1,100000,1,90,16,3973294.6714432933,92310.70755833334,723.9205916666667
quickscore,1,20000,3,40,16,8154509.033993209,18463.84345,947.9746083333333
quickscore,1,110000,1,20,8,7194006.766569373,101540.04541666666,631.7139916666666
quickscore,1,110000,2,80,8,6965811.672727599,100112.66815833333,727.6369666666667
randforest,1,70000,1,20,64,0.0,103456.70501666666,19398.146858333334
quickscore,1,20000,2,40,16,8153954.551009575,18463.786041666666,1043.6454583333334
quickscore,1,70000,3,50,16,27762686.821745515,64617.14818333333,825.7468416666667
quickscore,1,150000,1,90,16,17981709.580651216,121825.15294166666,638.1245166666666
quickscore,1,40000,2,80,8,15628595.51088545,36405.340725,925.7271916666667
quickscore,1,100000,3,90,32,3965572.5459969854,92308.76989166667,775.3717
randforest,1,30000,3,10,32,0.0,58580.56488333333,39420.77795833333
quickscore,1,50000,3,80,32,19863682.487983942,46155.718675000004,941.4846916666667
quickscore,1,30000,3,10,8,11487589.195243208,27297.3027,911.5066833333333
quickscore,1,20000,2,20,32,8154989.07652645,18463.795433333333,947.87535
quickscore,1,130000,1,90,32,14947738.274638541,117807.26709166667,689.558975
quickscore,1,90000,1,20,32,35341588.14859842,83077.97788333334,692.967075
quickscore,1,40000,3,100,8,14962101.818846833,34317.34871666667,1275.4402666666667
quickscore,1,50000,2,100,8,500.9094095,2.52335,7794.033333333334
quickscore,1,130000,2,40,16,15128159.643676743,118992.9719,614.420925
randforest,1,60000,3,20,8,0.0,66772.7693,30574.717533333333
randforest,1,130000,3,10,8,0.0,93617.18950833334,13564.5542
quickscore,1,140000,3,80,16,16904149.380011808,121354.51173333333,631.3274083333333
svm,2,100000,2,1,1,6887533.561293866,98924.65575,667.9028416666666
quickscore,1,60000,1,10,32,23323696.28474805,55386.55021666667,839.1431
svm,1,110000,1,1,1,5640239.852131207,94191.78944166667,4718.121441666666
quickscore,1,50000,2,50,16,19863641.094350275,46156.01385833333,827.437425
quickscore,1,10000,3,60,16,3718806.018341467,9232.678566666667,1717.2129083333334
quickscore,1,110000,3,50,8,7214034.232363935,101539.13165,674.7527916666667
base,2,100000,2,1,1,7284972.738338217,99989.34794166667,71.803725
quickscore,1,150000,3,80,16,17583852.826541685,121003.94125833333,627.5641083333334
quickscore,1,100000,2,10,8,511.07212419166666,2.7233,8758.723575
quickscore,1,20000,3,10,32,8154939.033390883,18463.695225,907.2350583333333
quickscore,1,10000,3,30,16,3717301.7064726665,9232.9945,1542.6203666666668
quickscore,1,140000,2,90,8,16736737.111813666,121263.79427500001,690.1142333333333
quickscore,1,130000,3,40,16,15127589.971804118,119009.71901666667,605.4927833333334
randforest,1,10000,2,10,64,0.0,36390.94046666667,130868561.43390833
quickscore,1,100000,2,70,8,522.434204325,2.8065083333333334,6819.444458333333
quickscore,1,60000,2,60,16,23321610.471971024,55386.68233333333,913.055925
quickscore,1,90000,1,40,16,35343240.149320535,83077.9801,716.4069916666666
randforest,1,100000,1,10,32,0.0,76588.57575,16872.099733333333
quickscore,1,90000,1,50,16,35343546.3968355,83078.32883333333,727.0688833333334
quickscore,1,150000,2,50,8,18195473.118687715,124136.066925,608.4466083333333
quickscore,1,60000,2,80,16,23320497.343675893,55386.35366666667,919.2455583333333
randforest,1,70000,2,20,8,0.0,83369.08255833334,22030.149625000002
quickscore,1,70000,1,30,32,27761445.894316483,64617.10098333333,793.727725
randforest,1,40000,1,10,16,0.0,49361.97875833333,159201912.26220834
quickscore,1,70000,1,80,8,504.11349625,2.69,8196.643016666667
quickscore,1,20000,1,100,16,8157559.999116867,18463.72525,1065.3215916666666
quickscore,1,110000,3,30,32,7154356.580032708,101538.74366666666,660.4168916666666
quickscore,1,40000,3,70,32,15740255.184365092,36925.41165,964.7180083333334
quickscore,1,90000,3,20,8,35385899.863147214,83078.73599166666,707.5405583333334
quickscore,1,150000,1,50,8,18321197.325850356,124386.12500833333,613.6128666666667
quickscore,1,60000,2,60,32,23321566.55455435,55386.32134166667,951.489425
randforest,1,140000,3,20,32,0.0,116613.009325,11466.941641666666
randforest,1,50000,1,20,16,0.0,66192.36205,32678.952
quickscore,1,30000,2,90,32,11543071.696389334,27694.54375,1099.477125
randforest,1,140000,1,10,32,0.0,96660.20825,11743697.568491668
randforest,1,90000,2,20,8,0.0,87931.11891666667,18692.026233333334
quickscore,1,90000,2,10,16,35343330.050793745,83078.234325,670.5318
quickscore,1,140000,1,10,8,17189541.462741986,123493.21553333334,576.1487916666666
randforest,1,150000,2,10,32,0.0,85917.46995833333,14741.872691666667
quickscore,1,120000,1,10,32,11576254.44072381,110723.11175,571.8576083333334
quickscore,1,40000,1,50,32,15739479.18994185,36925.070725,907.046925
quickscore,1,100000,3,40,8,523.4660840416667,2.7731500000000002,6924.269425
svm,1,60000,1,1,1,23478815.872238975,54445.51554166667,5647.649041666667
quickscore,1,90000,3,50,8,521.2729700916667,2.6900833333333334,7500.305841666666
quickscore,1,110000,2,50,32,7151795.528857641,101540.32359166667,686.6429666666667
randforest,1,80000,3,10,16,0.0,76300.80110833333,32024511.921958335
randforest,1,20000,2,10,8,0.0,53091.297333333336,39432.646133333335
randforest,1,100000,2,20,16,0.0,95357.951475,19156.085725
quickscore,1,70000,2,30,8,26333005.058569457,60198.429175,1062.6017416666666
quickscore,1,60000,2,10,32,23321770.167425957,55386.91900833333,813.3520166666667
quickscore,1,10000,3,50,16,3717683.9394207415,9232.817791666666,1675.094225
quickscore,1,90000,1,100,16,35344660.395608924,83078.53634166667,816.610325
quickscore,1,150000,2,80,8,525.8593319,2.798166666666667,6646.734725
quickscore,1,140000,3,70,32,16513103.854125574,120290.320175,664.7426333333333
randforest,1,80000,1,20,16,0.0,88289.72523333333,17688.317483333332
quickscore,1,40000,3,90,8,15754964.906178758,36925.30306666667,945.5051166666667
quickscore,1,30000,2,50,8,515.8034775416667,2.6566,8074.881241666667
quickscore,1,80000,2,50,16,31322007.787893225,73847.27614166666,793.6687083333334
quickscore,1,10000,1,20,64,0.0,11676904.735883333,89.95369166666667
quickscore,1,70000,1,60,32,27760981.5751837,64616.84189166666,890.397825
randforest,1,60000,3,20,16,0.0,72913.99465833334,26663.757741666668
randforest,1,60000,3,20,32,0.0,76838.049925,27830.343208333332
randforest,1,130000,1,20,32,0.0,95968.328025,15126.308391666667
randforest,1,130000,1,10,64,0.0,77409.28105,18341.399233333334
randforest,1,150000,3,20,64,0.0,99320.25989166666,15686.684575
randforest,1,40000,1,20,64,0.0,77836.00659166666,36991.090566666666
quickscore,1,10000,2,50,16,3717288.6629212834,9232.899183333333,1627.0749083333333
quickscore,1,140000,2,50,16,16705816.76768363,121279.70993333333,618.0374416666667
quickscore,1,30000,2,100,8,498.19000475,2.481875,7047.377075
quickscore,1,120000,1,10,8,519.0362554583334,2.798175,7282.727825
randforest,1,140000,3,20,16,0.0,104712.00395,11869.834125
quickscore,1,100000,3,80,32,3964363.660976548,92310.558975,753.7984416666667
quickscore,1,40000,1,40,16,15737654.398690559,36925.23793333333,884.7927833333333
quickscore,1,110000,2,60,8,4456255.185139899,94495.87536666666,1016.2132833333334
randforest,1,20000,3,20,8,0.0,59402.241225,42012.254916666665
quickscore,1,40000,1,40,32,15736008.087117009,36925.14225833333,870.8710916666666
quickscore,1,20000,3,50,16,8154749.888639417,18463.7656,1057.0566833333332
randforest,1,130000,1,20,8,0.0,77932.02533333334,17299.759016666667
quickscore,1,70000,2,10,16,27763168.29576575,64617.4573,795.6206166666667
quickscore,1,120000,1,90,32,11489118.609010981,110103.4865,719.989725
quickscore,1,90000,2,20,8,35383032.64486067,83078.40511666666,683.3170333333334
quickscore,1,60000,1,70,8,526.6265608666666,2.8731166666666668,7818.546775
quickscore,1,100000,2,80,16,3974394.835231134,92309.801525,706.7185833333333
randforest,1,50000,3,10,64,0.0,63493.611966666664,34138.267933333336
quickscore,1,40000,2,60,8,13145623.87062106,30045.139816666666,2047.437775
randforest,1,130000,2,10,8,0.0,65982.489625,18706.108666666667
quickscore,1,90000,3,50,16,35342161.34906529,83078.20725833334,748.7859666666667
base,2,140000,1,1,1,23215463.600988455,137861.24225833334,67.46324166666666
randforest,1,110000,1,10,16,0.0,72822.25115833334,17921.855391666668
quickscore,1,20000,2,80,8,8175295.312444067,18463.835316666667,1056.533675
quickscore,1,30000,2,10,16,11548327.26091155,27694.11574166667,831.3568
quickscore,1,20000,1,100,8,485.40469671666665,2.3403,8498.414991666667
quickscore,1,80000,1,20,8,18967914.849587016,44592.628841666665,3613.9574
quickscore,1,90000,3,70,32,35343395.0494733,83078.73271666667,797.1505166666667
randforest,1,120000,1,10,32,0.0,74893.27515833333,19101.95595
quickscore,1,90000,1,80,16,35344393.611316934,83078.59225,758.7165083333333
randforest,1,130000,2,20,16,0.0,119075.00215833333,10827.510141666668
quickscore,1,130000,2,80,32,14995422.829091081,118104.27493333333,678.2384416666666
svm,2,30000,3,1,1,12510267.59811675,30002.961075,964.0591416666666
randforest,1,50000,1,20,64,0.0,78498.024675,28839.288325
quickscore,1,30000,3,40,32,11539171.312132817,27694.511791666668,945.7114916666667
quickscore,1,50000,2,100,32,19866213.994315118,46156.07803333333,1034.901775
randforest,1,140000,2,20,8,0.0,106773.86385833334,12063.800108333333
quickscore,1,10000,3,80,8,496.60640170833335,2.506816666666667,8890.484741666667
quickscore,1,110000,3,70,32,7151471.967702866,101523.64298333334,717.6190416666667
randforest,1,150000,1,20,8,0.0,87944.67093333333,13989.12235
quickscore,1,80000,1,30,16,31318203.92560149,73847.24646666666,764.6813333333333
quickscore,1,50000,3,60,32,19864838.514471415,46155.5832,924.5797583333333
quickscore,1,20000,3,80,8,502.84055300833336,2.5066583333333337,7536.728475
quickscore,1,120000,2,20,32,11574348.656570341,110713.64045833334,618.7341916666667
randforest,1,110000,3,10,8,0.0,67648.504525,17849.590283333335
quickscore,1,110000,1,50,8,534.5690202583334,2.8981083333333335,7706.764458333333
quickscore,1,100000,3,70,32,3979667.7119330983,92308.90313333334,751.8366166666667
quickscore,1,10000,2,40,16,3717799.61829835,9233.257275,1375.198525
quickscore,1,120000,2,90,8,526.0836504083334,2.906591666666667,6946.1499
quickscore,1,80000,1,40,16,31322370.078480285,73847.23906666666,754.0459083333334
quickscore,1,70000,3,90,8,22895851.994304966,53043.582075,1869.9365333333333
randforest,1,70000,1,20,16,0.0,89858.78445833334,19740.510891666665
quickscore,1,60000,2,50,32,23322903.18087334,55386.58580833334,918.5768916666667
quickscore,1,100000,1,80,32,3963731.4684856245,92285.917925,748.0032583333333
quickscore,1,110000,1,100,16,7149805.388486498,101510.93261666667,721.109575
randforest,1,110000,3,10,64,0.0,75664.59114166666,17089.443475
svm,1,40000,3,1,1,16329676.970622325,37836.22645833333,5847.081058333333
quickscore,1,100000,2,100,16,3969867.299565925,92309.26819166666,754.7867333333334
randforest,1,150000,1,10,8,0.0,80751.544875,14928.66045
quickscore,1,120000,2,10,16,11580000.39342636,110723.50776666666,589.5353250000001
quickscore,1,130000,1,30,8,520.1054221333334,2.806391666666667,7290.687541666667
svm,1,80000,2,1,1,31117612.073121235,71309.6795,4963.874708333334
quickscore,1,10000,3,90,32,3716787.8389706668,9232.957933333333,2148.98525
randforest,1,50000,2,20,32,0.0,80254.90566666667,29597.814541666667
quickscore,1,150000,1,70,16,17807511.058393765,121678.12675833334,628.9958916666667
quickscore,1,80000,2,90,16,31324287.142701734,73847.84125,843.9866333333333
quickscore,1,80000,2,100,8,31353176.796563666,73847.45325833333,851.84195
quickscore,1,150000,2,80,16,17649984.12798703,121071.18165833333,639.19165
quickscore,1,80000,1,30,8,31249624.112769783,73847.59594166667,767.1442
quickscore,1,40000,2,60,16,15760124.305310633,36925.31125,896.602625
quickscore,1,50000,1,20,32,19858501.084612135,46155.853533333335,844.4654583333333
quickscore,1,110000,2,70,32,7143887.194226102,101514.752025,723.9514666666666
quickscore,1,40000,2,100,32,15758852.544851184,36925.495,1057.3315916666666
quickscore,1,70000,3,20,16,27766403.985413242,64617.0642,771.8536583333333
quickscore,1,30000,2,40,32,11540490.545505142,27694.521341666667,935.58225
randforest,1,70000,3,10,8,0.0,71050.30534166667,23309.018475
svm,1,40000,1,1,1,16337975.794420041,37859.87293333333,5830.480083333334
quickscore,1,40000,2,80,16,15739840.420747826,36925.297875,969.0795166666667
randforest,1,20000,1,20,64,0.0,79817.75915,35504.68938333333
quickscore,1,100000,2,10,32,3970159.5803246833,92308.39178333334,630.61425
quickscore,1,90000,3,80,8,-14276741.913516767,50124.882008333334,2967.4439166666666
base,2,150000,2,1,1,24961513.65382479,139556.68468333333,68.250125
quickscore,1,110000,3,50,16,7165071.219776049,101540.40914166666,651.7011333333334
randforest,1,60000,3,10,8,0.0,59241.692866666664,35012.74884166667
quickscore,1,10000,2,50,32,3718069.8971065334,9232.938033333334,1719.846625
quickscore,1,40000,3,80,32,15739545.261884175,36925.30834166666,1003.8884583333333
quickscore,1,10000,1,100,32,3718385.482415133,9233.60615,1962.9479583333334
quickscore,1,140000,1,40,8,591.360865775,3.7974,6079.0314
randforest,1,40000,2,10,64,0.0,57968.50556666667,27798440.582849998
quickscore,1,100000,3,50,16,3965688.9373108265,92309.050475,688.3438916666667
quickscore,1,110000,3,40,8,532.909624675,2.873041666666667,7438.592625
quickscore,1,60000,2,100,8,499.89518746666664,2.506841666666667,7400.0463666666665
quickscore,1,30000,3,30,16,11539708.666997176,27694.665608333333,913.8594333333333
randforest,1,100000,2,10,64,0.0,78100.672275,16971.383758333333
randforest,1,130000,2,20,32,0.0,120094.04715,13345970.943274999
randforest,1,70000,2,10,32,0.0,80535.78801666667,20883.017125
quickscore,1,110000,3,40,32,7149167.284304469,101540.08431666666,665.5714166666667
quickscore,1,80000,1,20,32,31322157.890040033,73847.48079166666,740.3338
quickscore,1,110000,3,10,32,8565013.769440424,101525.165525,601.6703833333333
quickscore,1,40000,2,90,8,14962134.811993942,34312.23905833333,1215.2629083333334
quickscore,1,20000,1,70,16,8155566.628484683,18463.62785,1052.8699333333334
quickscore,1,120000,2,30,16,11576803.565555383,110725.31743333333,593.75025
quickscore,1,50000,3,100,32,19861774.625085823,46155.960875,1034.9329333333333
quickscore,1,40000,3,40,16,15738423.851303225,36925.41371666667,889.936925
quickscore,1,90000,3,90,16,35346536.89776464,83078.77758333333,774.6375833333333
randforest,1,30000,1,20,64,0.0,74665.0016,39521.42840833333
quickscore,1,70000,2,40,16,27760819.020297468,64617.29894166667,795.0156083333334
base,2,80000,1,1,1,33921298.08903651,79990.67630833334,80.00418333333333
quickscore,1,90000,2,60,8,-2508658.0518463682,77309.51520833334,1081.9917833333334
quickscore,1,110000,1,70,16,7162522.084971319,101540.8814,680.8358583333334
quickscore,1,30000,3,80,32,11536757.77889565,27694.253891666667,1091.7032666666667
randforest,1,90000,1,10,8,0.0,77197.62601666666,20242.879466666665
quickscore,1,60000,3,10,8,23409366.810530834,55386.844625,810.339025
quickscore,1,60000,2,100,32,23322817.800490174,55386.72195,1033.7692583333333
quickscore,1,130000,1,100,32,14940403.366651418,117829.118075,700.4755166666666
quickscore,1,80000,3,70,32,31325215.265572224,73847.39718333333,835.0215333333333
quickscore,1,120000,3,30,16,11575090.123321308,110720.88493333333,614.250125
quickscore,1,10000,3,20,8,2426419.7041357,5561.469575,4074.5306333333333
quickscore,1,100000,2,60,16,3976791.6814550986,92313.52734166666,692.9558666666667
quickscore,1,130000,2,90,16,15030301.815056318,118333.84476666666,668.5274166666667
quickscore,1,30000,3,30,32,11544681.485223,27694.621783333332,933.650375
quickscore,1,50000,3,40,16,19863371.254886307,46155.86436666667,834.1112333333333
svm,1,150000,3,1,1,15031732.177209735,111676.305625,3669.4763916666666
quickscore,1,10000,2,30,8,527.0518617833334,2.872116666666667,5912.28265
quickscore,1,60000,2,40,16,23323304.056646418,55386.799191666665,865.1868
randforest,1,110000,2,10,16,0.0,67906.549625,20723.349366666665
quickscore,1,120000,2,80,16,11559540.782666568,110575.29304166666,662.0012916666667
quickscore,1,30000,2,30,32,11548008.865215909,27694.442433333334,908.50845
quickscore,1,10000,3,10,8,3760636.6954538417,9094.968783333334,1528.1549166666666
base,2,80000,2,1,1,33929832.53233865,79993.26409166667,75.83340833333334
base,2,50000,2,1,1,21516441.16246225,49997.8077,77.72213333333333
quickscore,1,110000,2,70,8,517.5474305666667,2.7982333333333336,7208.221783333333
randforest,1,130000,3,10,16,0.0,92441.33530833333,12891.147916666667
randforest,1,120000,1,10,64,0.0,78928.37720833333,17683.009508333333
quickscore,1,80000,3,20,32,31316759.873098142,73846.17755833334,724.6092666666667
quickscore,1,120000,3,30,8,-6813524.856840758,66819.11169166667,3045.0469166666667
quickscore,1,40000,1,20,8,15768992.049756108,36925.435091666666,833.4590416666666
randforest,1,150000,2,10,16,0.0,81089.01384166666,14997.889058333334
quickscore,1,10000,3,10,32,3717645.6706686835,9232.997725,1449.5685583333334
quickscore,1,130000,2,30,32,15155228.867438748,119181.29594166667,601.0081333333334
randforest,1,130000,1,10,8,0.0,67929.60143333333,20539.185091666666
randforest,1,80000,2,10,16,0.0,76972.41638333333,18725.640416666665
quickscore,1,50000,2,40,32,19864762.23240739,46156.09583333333,868.8709916666667
quickscore,1,140000,1,80,8,515.712793075,2.7480333333333333,6717.088891666666
quickscore,1,10000,3,50,32,3719494.759286475,9232.921008333333,1773.1222083333332
quickscore,1,150000,3,90,32,17577336.935064852,120564.06583333333,672.6855916666667
quickscore,1,50000,1,90,8,19855263.96453945,46156.266625,906.723475
quickscore,1,140000,1,10,16,16873994.97746677,122084.080325,540.9481
randforest,1,90000,1,10,16,0.0,77709.68826666666,20665.9348
quickscore,1,10000,3,20,16,3717971.384317058,9233.063966666667,1507.953875
randforest,1,90000,2,10,16,0.0,78287.53829166667,19370.65985
base,2,20000,3,1,1,8833406.7775664,20001.4762,111.247325
quickscore,1,80000,1,20,16,31325110.4458677,73848.2321,720.690375
quickscore,1,120000,2,20,16,11578925.490680933,110716.13271666666,594.0566
quickscore,1,120000,1,90,16,11552068.244170824,110467.071575,669.7523
quickscore,1,100000,3,50,32,3975040.363726642,92309.42655833333,699.8896583333334
quickscore,1,70000,1,20,16,27760398.6318408,64617.079966666664,746.3396749999999
quickscore,1,80000,3,80,32,31320342.48079885,73847.04104166667,851.474125
quickscore,1,100000,3,20,8,3100205.562865817,90986.10495,706.535375
quickscore,1,90000,1,10,16,35341887.87841711,83079.898625,672.4950583333333
quickscore,1,60000,3,60,16,23322871.557421166,55386.691816666666,883.3732166666666
quickscore,1,50000,3,60,16,19862365.818929166,46155.79496666667,899.7575666666667
quickscore,1,70000,1,40,32,27766073.5739539,64617.2859,805.9577333333333
quickscore,1,50000,1,20,16,19864836.3553952,46155.65035833333,812.2792083333334
randforest,1,10000,2,10,8,0.0,26503.403166666667,85681108.56289999
quickscore,1,50000,2,20,8,19680623.1342134,46156.01395,818.1458083333333
quickscore,1,10000,2,20,16,3717713.2274100333,9233.288033333334,1248.4837583333333
quickscore,1,50000,3,80,8,512.9105254,2.6648916666666667,7171.0625
quickscore,1,150000,3,60,8,17034741.5264235,122058.94978333333,670.0975583333334
randforest,1,110000,2,20,8,0.0,77653.19590833333,17312.271391666665
quickscore,1,20000,2,20,8,484.54442259166666,2.33195,8300.825
quickscore,1,150000,3,100,32,11721682.4437717,106017.29403333334,785.3995333333334
quickscore,1,110000,1,100,32,7147483.073555891,101371.58429166667,782.424525
quickscore,1,140000,1,10,32,16933928.687155984,122270.4251,555.3977583333333
quickscore,1,30000,2,20,32,11541735.897279209,27691.840666666667,880.9702416666667
quickscore,1,140000,3,30,16,16696572.937957859,121440.220225,603.0223583333334
quickscore,1,130000,1,80,8,520.1749079,2.8149833333333336,6899.931225
quickscore,1,110000,3,80,16,7150082.867214285,101540.31004166667,704.3096583333333
quickscore,1,140000,1,50,16,16911859.921910007,121760.8295,605.2177166666667
quickscore,1,20000,3,90,8,8160434.777724375,18464.075383333333,1052.730425
randforest,1,40000,2,20,8,0.0,60185.558816666664,37924.5327
quickscore,1,80000,3,30,16,31314449.086494073,73842.603425,752.0407583333333
quickscore,1,110000,2,90,8,2373805.453375475,5293.8949,7052.17965
quickscore,1,70000,3,80,8,502.1577625333333,2.5399000000000003,7294.062508333333
quickscore,1,110000,1,80,16,7149808.100715357,101540.26725833333,707.0524
randforest,1,40000,1,10,64,0.0,58164.553041666666,37155.640791666665
quickscore,1,20000,3,100,32,8154515.633579067,18463.597541666666,1175.2928333333334
